Name,RA,DEC,MatchID,MatchRA,MatchDEC,dstArcSec,designation,ZooniverseID,goodFraction,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_phot_g_mean_mag,G_parallax,G_parallax_error,256,G_distance,G_distance_error,G_dist_mod,,,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag1,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,ZooniverseURL
AWI0001nbx,284.8867083,8.651611111,23588,284.8867265,8.6516259,0.083754846,J185932.81+083905.8,AWI0001nbx,0.666666667,41.5547121,2.1472879,7.666,0.026,7.628,0.02,7.255,0.018,6.481,0.051,10.603,0.021,8.877,0.055,8.026,0.02,1.726,0.851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.3102E+18,16.7828,0.090659233,0.290541827,0.312035048,11030.31612,35349.60638,15.2129398,,,-3.923754683,0.460917294,-9.012512945,0.528999342,150,1782.523,10,158.0927,16.7828,3.563411,20.83252,48.1836,14.99468,2.228998,NaN,NaN,4.3102E+18,0.070612928,1,22.672,-999,16.8558,0.019248,20.8711,0.027233,13.4765,0.01179,14.6762,0.005031,50,0.040058469,50,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001nbx
AWI00020th,282.5224167,7.440222222,83960,282.5224433,7.4402242,0.095338973,J185005.38+072624.8,AWI00020th,0.733333333,39.4097379,3.6831441,8.031,0.024,7.857,0.021,6.92,0.018,5.959,0.04,10.483,0.024,9.074,0.025,8.396,0.023,1.409,0.678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.28618E+18,16.37441,0.08833586,0.284318387,0.31069345,11320.43086,36436.01388,15.26931478,,,-3.098203899,0.50229529,-4.625621418,0.46042274,128,2040.076,10,164.687,16.37441,10.18479,20.92004,52.49022,14.60368,2.187423,NaN,NaN,4.28618E+18,0.029271845,1,23.086,-999,16.3501,0.001123,20.1012,0.047952,13.1746,0.006786,14.275,0.037614,55,0.028763713,42,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00020th
AWI0005kt6,272.751875,-3.402861111,325717,272.7518783,-3.4028783,0.063006123,J181100.45-032410.3,AWI0005kt6,0.533333333,25.2411865,7.4031971,7.639,0.027,7.523,0.02,6.75,0.016,5.964,0.046,10.003,0.021,8.571,0.029,7.905,0.026,1.432,0.666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.1747E+18,15.64396,0.065132096,0.212077422,0.307114711,15353.4134,49992.43876,15.93102472,,,-4.257224182,0.40831797,-6.767485996,0.36602484,148,2293.186,11,122.6854,15.64396,8.84575,20.19244,51.4525,13.91935,2.096883,NaN,NaN,4.1747E+18,0.04658725,2,21.6341,0.059412,15.3011,0.02227,18.6948,0.009561,12.5025,0.005184,13.654,0.022623,68,0.01456949,34,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0005kt6
AWI0003lje,329.0935,52.374,175751,329.0935337,52.3740044,0.075741269,J215622.44+522226.4,AWI0003lje,0.8,97.9393213,-1.7901875,6.553,0.074,6.583,0.023,6.054,0.015,5.341,0.034,8.389,0.023,7.257,0.036,6.786,0.015,1.132,0.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1.98115E+18,13.09383,0.03583282,0.117299673,0.30548099,27907.37639,91355.52551,17.22859505,,,-3.462725213,0.21849727,-3.482479665,0.179077276,194,4432.73,13,273.3807,13.09383,34.89435,16.45551,105.6869,11.49088,1.897824,NaN,NaN,1.98115E+18,0.026479883,3,17.387,0.001464,12.317,-999,15.4041,0.015782,10.338,-999,11.005,-999,74,0.044506835,36,370897014,-1.6,4.3,14.2,4.1,ucac4,NaN,NaN,,0.136156563,1,https://talk.diskdetective.org/#/subjects/AWI0003lje
AWI0005xsf,282.6371667,-35.20277778,344910,282.6371784,-35.2028017,0.092778988,J185032.92-351210.0,AWI0005xsf,0.666666667,0.7350315,-15.0723783,6.903,0.062,6.579,0.024,5.785,0.015,5.192,0.032,8.595,0.027,7.773,0.036,7.173,0.023,0.822,0.6,14.048,1.652,15.7,14.858,13.196,10.807,0.071,0.071,0.008,0.011,0.071,0.02,19371806,0.375476571,0,6.73221E+18,13.06177,0.052378699,0.174499775,0.30016485,19091.73046,63604.15108,16.40422647,,,-2.55947045,0.309319873,-8.540373247,0.301307671,124,2829.282,9,23.53071,13.06177,2.595103,15.77886,6.804361,11.10317,2.64742,NaN,NaN,6.73221E+18,0.058792739,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,276066940,-9,5.2,-3.6,4.1,ucac4,NaN,NaN,,0.137593324,0,https://talk.diskdetective.org/#/subjects/AWI0005xsf
AWI00055in,321.9095833,51.49272222,143392,321.9096027,51.4927366,0.067553002,J212738.30+512933.8,AWI00055in,0.533333333,94.0154713,0.4427383,6.528,0.077,6.42,0.025,5.507,0.015,4.432,0.029,9.301,0.021,7.692,0.026,7.016,0.016,1.609,0.676,99.999,99.999,99.999,99.999,99.999,14.64,9.999,9.999,9.999,9.999,9.999,0.095,55817711,10.32756865,1,2.17243E+18,14.72159,0.03422005,0.116778724,0.29303326,29222.6341,99724.63241,17.3285968,,,-2.308066212,0.218436968,-2.461076029,0.206776895,239,4350.16,15,344.7722,14.72159,29.30751,19.08123,102.0203,13.05416,1.991987,NaN,NaN,2.17243E+18,0.065208413,6,20.4971,0.048891,14.4666,0.026316,17.6491,0.009624,11.996,-999,12.986,-999,55,0.053477581,22,64383069,-3,4.8,2,4.9,ucac4,NaN,NaN,,12.78650863,1,https://talk.diskdetective.org/#/subjects/AWI00055in
AWI0005i9a,260.6205417,-18.63511111,319863,260.6205555,-18.6351263,0.072226834,J172228.93-183806.4,AWI0005i9a,0.8,5.8791195,9.9896548,7.328,0.029,7.307,0.019,6.277,0.015,5.284,0.041,8.885,0.032,7.912,0.034,7.551,0.023,0.973,0.361,14.756,1.972,16.728,15.652,13.894,11.885,0.104,0.175,0.141,0.112,0.078,0.059,641570,0.50075128,0,4.12241E+18,12.62498,0.032044397,0.110000033,0.291312612,31206.70369,107124.4511,17.47123949,,,-5.00238207,0.182564428,0.588965675,0.131542737,135,916.4282,10,134.1718,12.62498,17.84182,14.80801,57.45329,11.24425,1.617722,NaN,NaN,4.12241E+18,0.062859574,20,15.365,0.018444,12.208,-999,13.6762,0.075196,10.595,-999,11.151,-999,47,0.043557217,38,76247865,-3.9,4,3.3,4.2,ucac4,NaN,NaN,,0.055106402,0,https://talk.diskdetective.org/#/subjects/AWI0005i9a
AWI0006627,283.2034583,-21.74588889,340372,283.203462,-21.7458983,0.036030232,J185248.83-214445.2,AWI0006627,0.733333333,13.5263324,-10.0146119,7.586,0.027,7.301,0.02,6.444,0.016,5.839,0.054,9.212,0.026,8.372,0.057,7.858,0.026,0.84,0.514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.07884E+18,13.89808,0.049407177,0.170450472,0.289862367,20239.97431,69826.15412,16.53104978,,,-5.451835701,0.284108472,-5.617273744,0.242238218,115,1738.723,10,18.61915,13.89808,3.772477,17.23609,5.69464,12.18548,2.096709,NaN,NaN,4.07884E+18,0.120424304,18,19.357,0.093451,12.791,-999,17.1919,0.003879,11.159,-999,11.6,-999,61,0.145119447,46,328438764,-3.3,2.9,-4.8,2.9,ucac4,NaN,NaN,,0.128489315,0,https://talk.diskdetective.org/#/subjects/AWI0006627
AWI0003cni,353.1832917,60.60830556,153132,353.1833199,60.608318,0.067047109,J233243.99+603629.9,AWI0003cni,0.533333333,113.4194215,-0.8015388,6.141,0.09,6.025,0.035,5.488,0.017,4.855,0.043,8.732,0.021,7.242,0.033,6.56,0.021,1.49,0.682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.01232E+18,14.03255,0.030478078,0.1062848,0.286758579,32810.46758,114418.434,17.5800621,,,-1.494770451,0.171409185,-1.33860177,0.149169171,295,5915.154,19,287.9803,14.03255,31.87724,18.32796,84.06803,12.38081,1.964391,NaN,NaN,2.01232E+18,0.007353178,2,19.794,0.031888,13.8325,0.025622,16.7607,0.008968,11.47,-999,12.46,-999,56,0.148501215,23,270818736,2,6.4,1.7,6.3,ucac4,NaN,NaN,,12.96592992,0,https://talk.diskdetective.org/#/subjects/AWI0003cni
AWI00066vk,299.167,4.546027778,334107,299.1670002,4.5460518,0.086482978,J195640.08+043245.7,AWI00066vk,0.6,44.6342607,-12.2966458,7.602,0.033,7.293,0.02,6.578,0.017,5.978,0.044,9.715,0.024,8.943,0.024,8.381,0.036,0.772,0.562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.24834E+18,13.77055,0.035354391,0.127306452,0.277710916,28285.0294,101850.6216,17.25778317,,,-3.27750128,0.208140904,-4.352118091,0.152631886,306,6405.643,14,29.05747,13.77055,4.559992,16.81095,8.077416,11.98254,2.255764,NaN,NaN,4.24834E+18,0.048490532,5,14.4741,0.001219,12.991,-999,17.3286,0.007894,11.479,-999,11.949,-999,62,0.064814716,35,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00066vk
AWI0001b37,188.3422083,-60.59466667,38279,188.3422145,-60.594692,0.091849044,J123322.13-603540.8,AWI0001b37,1,300.7141207,2.1993035,6.615,0.065,6.491,0.024,5.788,0.015,4.884,0.03,8.535,0.021,7.344,0.036,6.852,0.023,1.191,0.492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,6.05808E+18,13.25135,0.028885383,0.104161509,0.277313412,34619.58537,124839.2031,17.69660931,,,-6.310213601,0.144980916,0.288726981,0.137468685,368,8067.974,20,253.2661,13.25135,43.88811,16.83285,79.40324,11.66733,1.859505,NaN,NaN,6.05808E+18,0.079474987,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,179807903,-2.6,5.3,26.4,5.9,ucac4,NaN,NaN,,0.076488356,0,https://talk.diskdetective.org/#/subjects/AWI0001b37
AWI0003jiq,281.6471667,-6.249083333,186118,281.6471881,-6.2491047,0.108626928,J184635.32-061456.7,AWI0003jiq,0.533333333,26.8172811,-1.7716108,6.41,0.075,6.407,0.022,5.869,0.017,5.356,0.043,8.309,0.035,7.138,0.027,6.636,0.017,1.171,0.502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.25325E+18,13.42838,0.039787944,0.143650613,0.276977196,25133.24129,90741.1933,17.0012425,,,-1.435324325,0.255458737,-7.566684138,0.220008422,159,3416.698,11,90.21196,13.42838,19.45521,17.16219,30.7611,11.78531,1.958387,NaN,NaN,4.25325E+18,0.034659156,51,18.1901,0.037323,12.5,-999,15.8603,0.059036,10.383,-999,11.095,-999,62,0.092155158,60,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003jiq
AWI0002lms,272.8662083,-5.274666667,120304,272.8662456,-5.2746694,0.133953796,J181127.89-051628.8,AWI0002lms,0.866666667,23.6306896,6.4231215,7.771,0.027,7.721,0.021,6.94,0.017,6.049,0.053,9.729,0.026,8.493,0.055,7.943,0.036,1.236,0.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.17312E+18,14.54154,0.045526176,0.17709029,0.257078895,21965.38535,85442.19616,16.70869413,,,-1.124781471,0.267738164,-4.928296327,0.262517049,132,2027.688,10,212.7138,14.54154,36.60601,18.26307,72.88332,12.9482,1.872044,NaN,NaN,4.17312E+18,0.01235487,9,19.1924,0.044668,14.0031,0.009313,16.8371,0.068566,11.755,-999,12.401,-999,58,0.049143155,35,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002lms
AWI0004eup,132.93925,-50.90883333,195640,132.9392522,-50.9088416,0.030176111,J085145.42-505431.8,AWI0004eup,0.6,269.7648002,-4.1654878,7.815,0.027,7.889,0.021,7.127,0.018,6.201,0.044,9.833,0.024,8.653,0.053,8.132,0.033,1.18,0.521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.32483E+18,14.64514,0.034935674,0.136360918,0.256200051,28624.03627,111725.3341,17.28365437,,,-2.805577663,0.236461745,2.993691303,0.206223888,190,4379.405,14,256.2296,14.64514,31.66002,18.06249,71.99462,13.05718,1.870598,NaN,NaN,5.32483E+18,0.081561705,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145877295,2.8,5.4,-9,5.2,ucac4,NaN,NaN,,12.82927109,0,https://talk.diskdetective.org/#/subjects/AWI0004eup
AWI000356g,146.0278333,-54.00619444,179209,146.0278608,-54.0062187,0.104889149,J094406.68-540022.3,AWI000356g,0.733333333,277.5493043,-0.6353502,6.818,0.066,6.776,0.021,5.983,0.015,4.974,0.029,8.797,0.029,7.546,0.053,7.007,0.023,1.251,0.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.3092E+18,13.71222,0.031195161,0.122994532,0.253630469,32056.25392,126389.6014,17.52956385,,,-3.294075038,0.225243884,2.822633269,0.221784778,213,5917.398,14,346.3891,13.71222,77.53603,17.16428,143.2502,12.11523,1.884965,NaN,NaN,5.3092E+18,0.049820987,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442332177,4,8.5,-8.8,8.5,ucac4,NaN,NaN,,0.115913099,1,https://talk.diskdetective.org/#/subjects/AWI000356g
AWI0004hi5,262.5558333,-42.93997222,201537,262.555838,-42.9399815,0.035592401,J173013.40-425623.9,AWI0004hi5,0.533333333,346.4867982,-4.8501992,7.639,0.027,7.489,0.019,6.886,0.017,6.328,0.055,9.181,0.022,8.164,0.033,7.724,0.023,1.017,0.44,15.562,1.21,16.772,15.97,15.305,99.999,0.029,0.229,0.227,0,0.013,9.999,21548801,15.02764247,0,5.9587E+18,13.47643,0.057642491,0.227360492,0.253529056,17348.31348,68427.3186,16.19628631,,,-1.662386341,0.20874503,-5.318137253,0.193188504,141,1982.224,9,127.1174,13.47643,25.49038,16.52324,42.17886,11.95159,1.779549,NaN,NaN,5.9587E+18,0.070128029,38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218479321,-2.7,2.6,-8.3,2.6,ucac4,NaN,NaN,,0.121933323,1,https://talk.diskdetective.org/#/subjects/AWI0004hi5
AWI0001o7s,290.228,18.68247222,31335,290.2280278,18.6824849,0.105220261,J192054.72+184056.9,AWI0001o7s,0.6,52.853123,2.1740956,6.185,0.093,5.99,0.039,5.05,0.014,3.863,0.024,8.716,0.024,7.263,0.033,6.515,0.017,1.453,0.748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.51514E+18,14.7653,0.043295389,0.174141066,0.248622512,23097.14771,92900.46812,16.81779176,,,-2.805777023,0.273056487,-5.85610096,0.280927236,222,5665.777,13,144.3371,14.7653,12.07033,20.12773,40.64519,13.01906,2.132979,NaN,NaN,4.51514E+18,0.108742092,4,21.2796,0.011796,14.9963,0.012806,18.6572,0.055738,11.491,-999,12.479,-999,42,0.105764612,38,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001o7s
AWI0004d7x,291.4490417,9.749666667,182628,291.4490588,9.7496833,0.0853284,J192547.77+094458.8,AWI0004d7x,0.625,45.5322677,-3.0831546,7.453,0.027,7.521,0.019,6.28,0.013,5.318,0.034,9.468,0.024,8.25,0.047,7.675,0.02,1.218,0.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.3085E+18,14.37321,0.031281452,0.133142992,0.23494629,31967.82561,136064.3983,17.52356549,,,-4.320800486,0.226494854,-4.287890683,0.193728014,262,3816.943,14,110.1893,14.37321,21.14239,18.33383,37.65575,12.74264,1.931815,NaN,NaN,4.3085E+18,0.046222183,14,19.3389,0.034014,13.248,-999,16.7367,0.014531,11.512,-999,12.081,-999,77,0.035701059,33,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0004d7x
AWI0001zzw,276.8082917,-4.293888889,94609,276.8082932,-4.2938968,0.029007068,J182713.99-041738.0,AWI0001zzw,0.533333333,26.3413994,3.4063618,7.357,0.028,7.203,0.02,6.469,0.016,5.553,0.033,10.216,0.022,8.509,0.034,7.737,0.024,1.707,0.772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.25752E+18,16.51533,0.079876594,0.358757016,0.222648172,12519.31201,56229.12557,15.48790232,,,-2.324065401,0.477884646,-3.07311867,0.443928471,112,1304.812,10,118.5867,16.51533,5.722374,21.3692,26.15209,14.73073,2.212657,NaN,NaN,4.25752E+18,0.066908925,2,22.704,-999,16.5248,0.003966,20.6259,0.106913,13.1466,0.013663,14.546,0.002714,41,0.052849531,30,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001zzw
AWI0006740,312.3792083,23.58316667,309949,312.3792163,23.5831893,0.08561468,J204931.01+233459.4,AWI0006740,0.6,68.1028685,-12.6774148,6.86,0.061,6.701,0.021,5.984,0.016,5.359,0.042,8.271,0.026,7.414,0.017,7.05,0.023,0.857,0.364,14.42,99.999,99.999,99.999,13.622,12.673,0.054,9.999,9.999,9.999,0.047,0.083,45724262,1.69076556,0,1.8424E+18,12.22941,0.018232653,0.085087614,0.214280933,54846.65276,255956.7577,18.69575064,,,-1.661904682,0.182126803,-6.300757497,0.133816682,243,2252.244,11,46.44757,12.22941,11.56863,14.51284,19.36419,10.70282,1.827528,NaN,NaN,1.8424E+18,0.142407455,1,14.4657,0.011161,11.401,-999,13.064,-999,9.927,-999,10.439,-999,55,0.220698412,21,224632170,-5.3,4.4,-4.5,4.2,ucac4,NaN,NaN,,0.414276408,1,https://talk.diskdetective.org/#/subjects/AWI0006740
AWI00001dk,187.105375,-32.40052778,262219,187.1054019,-32.4005339,0.084682653,J122825.29-322401.9,AWI00001dk,0.695652174,297.309972,30.2198857,8.79,0.023,8.554,0.02,7.759,0.018,7.206,0.083,10.314,0.024,9.517,0.026,9.23,0.021,0.797,0.287,13.539,1.756,15.295,14.393,12.921,11.969,0.406,0.543,0.361,0.407,0.455,0.163,16199053,0.259881084,0,3.46877E+18,12.96533,0.016521199,0.080025535,0.206449093,60528.2941,293187.5026,18.90979217,,,-1.505543804,0.095107999,-2.393388253,0.077518367,369,1895.656,11,192.3484,12.96533,47.30368,14.16799,297.3322,11.93338,1.344239,106.7850198,0.977095301,3.46877E+18,0.042834088,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130787026,-1.4,1.1,-3,1.1,ucac4,NaN,NaN,,0.126718781,0,
AWI0003kp9,293.2154583,16.12572222,189566,293.2154948,16.1257278,0.127703295,J193251.71+160732.6,AWI0003kp9,0.8,51.9613315,-1.5496918,6.826,0.061,6.773,0.022,5.844,0.016,4.842,0.03,9.397,0.02,7.852,0.016,7.152,0.024,1.545,0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.32148E+18,15.53747,0.057733681,0.281305586,0.205234747,17320.91191,84395.6111,16.19285377,,,-1.963104823,0.380266729,-6.033162295,0.320879938,184,4379.685,12,163.3752,15.53747,6.514126,18.89873,51.82449,13.7366,2.270693,NaN,NaN,4.32148E+18,0.060576217,10,19.371,-999,15.748,0.008826,17.8384,0.006066,11.755,-999,12.479,-999,45,0.121334265,40,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003kp9
AWI0003zxl,289.3739167,7.804055556,176353,289.3739392,7.8040682,0.092364471,J191729.74+074814.6,AWI0003zxl,0.6,42.8491982,-2.1846377,7.349,0.033,7.345,0.02,6.431,0.015,5.558,0.037,9.741,0.023,8.321,0.034,7.634,0.02,1.42,0.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.30778E+18,15.60652,0.046800361,0.232031996,0.201697877,21367.35659,105937.4395,16.64875399,,,-3.823572654,0.457991448,-6.558336787,0.424119129,150,2507.677,10,151.8955,15.60652,9.206192,20.19169,38.1638,13.83773,2.183125,NaN,NaN,4.30778E+18,0.024819835,8,20.7506,0,15.6713,0.002238,18.7228,0.068097,12.3956,0.001215,13.7802,0.014059,51,0.019360483,36,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003zxl
AWI0002ckh,315.9215,53.85647222,114609,315.9215329,53.8564853,0.084240959,J210341.16+535123.3,AWI0002ckh,0.75,93.1980062,4.6953166,7.632,0.027,7.639,0.02,6.57,0.016,5.582,0.033,9.891,0.018,8.51,0.02,7.964,0.021,1.381,0.546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.17665E+18,14.62228,0.019582838,0.09764584,0.200549639,51065.12144,254625.8459,18.54062185,,,-2.433427955,0.186193671,-2.255361919,0.173107915,217,2777.164,16,149.9798,14.62228,21.36134,18.06013,53.32175,13.06167,1.824252,NaN,NaN,2.17665E+18,0.022743537,5,19.3674,0.030389,14.1701,0.004896,16.9026,0.003167,12.8083,0.051404,12.68,-999,38,0.016040619,13,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002ckh
AWI0002amw,276.2329583,-2.398222222,73468,276.2329717,-2.398231,0.057532948,J182455.91-022353.6,AWI0002amw,0.533333333,27.7608202,4.7916497,7.48,0.033,7.43,0.019,6.875,0.016,6.242,0.061,9.659,0.021,8.367,0.057,7.777,0.034,1.292,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.27034E+18,14.31688,0.025758478,0.12904872,0.199602736,38822.17008,194497.1841,17.94539904,,,0.54442725,0.216961956,-3.350150697,0.18970889,150,1844.635,11,339.1197,14.31688,31.28158,17.8886,104.2286,12.75023,1.83069,NaN,NaN,4.27034E+18,0.027942809,15,18.96,0.021961,13.487,-999,16.3652,0.014166,11.68,-999,12.284,-999,62,0.042615407,39,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002amw
AWI0001u4m,252.9245417,-37.97563889,72398,252.9245803,-37.9756663,0.147502941,J165141.89-375832.3,AWI0001u4m,0.6,346.1491846,3.9857405,7.341,0.029,7.284,0.018,6.704,0.018,5.995,0.059,9.229,0.023,8.04,0.044,7.582,0.021,1.189,0.458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.97129E+18,13.49152,0.025365356,0.12931195,0.196156319,39423.85012,200981.8,17.97879518,,,-4.08464294,0.206298104,-0.677383861,0.142726295,239,2981.84,12,266.2757,13.49152,43.76277,16.38616,92.45737,12.00101,1.732183,NaN,NaN,5.97129E+18,0.103691247,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,337527768,3.4,4.6,-1.2,4.7,ucac4,NaN,NaN,,0.092451724,0,https://talk.diskdetective.org/#/subjects/AWI0001u4m
AWI000218s,285.9142917,13.43644444,45370,285.9143313,13.436465,0.157271702,J190339.43+132611.2,AWI000218s,0.533333333,46.2791319,3.4298264,7.463,0.028,7.505,0.02,6.885,0.018,6.365,0.076,9.141,0.021,8.041,0.018,7.614,0.021,1.1,0.427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.31427E+18,13.35748,0.023508279,0.120133091,0.195685288,42538.20623,217380.7074,18.14389586,,,-1.988704798,0.18857781,-3.389679767,0.174449178,165,2553.499,12,111.7295,13.35748,21.03077,16.12753,41.97592,11.87751,1.722165,NaN,NaN,4.31427E+18,0.092899568,21,16.8997,0.034641,12.472,-999,14.8985,0.017105,10.996,-999,11.468,-999,68,0.08044963,41,355444335,-4.1,6,0.3,5.8,ucac4,NaN,NaN,,0.063673357,0,https://talk.diskdetective.org/#/subjects/AWI000218s
AWI0001fqs,257.9940833,-34.86383333,38480,257.9941042,-34.8638592,0.111671142,J171158.58-345149.8,AWI0001fqs,0.533333333,351.1126768,2.6599186,7.729,0.026,7.626,0.019,6.933,0.02,6.082,0.075,9.818,0.023,8.602,0.024,8.031,0.02,1.216,0.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.97881E+18,14.88351,0.04145851,0.218198218,0.190003887,24120.50052,126947.4059,16.91193158,,,-4.750700508,0.350317883,-7.224645284,0.245845081,176,3651.801,12,344.2936,14.88351,21.51934,18.56476,50.54956,13.18517,2.060618,NaN,NaN,5.97881E+18,0.154330218,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001fqs
